"sale_date","product_unit_sales","discount_amount (Rs.)","mrp_amount (Rs.)","product"
"6/3/2023","608","264929.54","1536392","shirt"
"6/7/2023","511","253020.27","1282389","shirt"
"6/18/2023","2206","2240712.64","5590194","shirt"
"6/22/2023","914","918699.1","2302386","shirt"
"7/4/2023","598","599648.3","1504102","shirt"
"7/19/2023","400","331140.06","1010800","shirt"
"7/23/2023","742","617630.55","1900258","shirt"
"8/19/2023","476","312434.55","1229924","shirt"
"8/27/2023","869","545787.48","2221031","shirt"
"9/5/2023","328","197597.84","829672","shirt"
"9/15/2023","310","164997.52","803590","shirt"
"9/19/2023","280","115523.96","725120","shirt"
"9/23/2023","498","180298.68","1306502","shirt"
"9/26/2023","229","63071.53","588671","shirt"
"10/5/2023","257","94727.61","666943","shirt"
"10/15/2023","811","265134.02","2101389","shirt"
"11/3/2023","456","146770.35","1191944","shirt"
"11/14/2023","813","241103.68","2116987","shirt"
"11/16/2023","553","144656.22","1424747","shirt"
"12/3/2023","1001","196849.15","2620699","shirt"
"12/5/2023","529","122325.19","1366171","shirt"
"12/7/2023","539","102330.68","1409661","shirt"
"3/26/2024","410","128937.51","1094390","shirt"
"2/13/2023","618","162566.05","1532782","shirt"
"4/28/2019","1415","623260.6","2731285","shirt"
"6/23/2019","1169","666776.54","2277631","shirt"
"6/29/2019","1044","608770.12","2029756","shirt"
"7/5/2019","728","454514.3","1418572","shirt"
"7/6/2019","1274","909801.93","2510826","shirt"
"9/5/2022","553","359302.54","1170447","shirt"
"6/12/2019","466","185174.99","889834","shirt"
"12/15/2022","621","172928","1500379","shirt"
"9/3/2019","483","133521.79","925017","shirt"
"8/7/2019","345","63707.87","656055","shirt"
"10/10/2019","473","109629.11","927027","shirt"
"11/24/2019","937","101750.91","1825063","shirt"
"9/27/2019","452","109552.24","875748","shirt"
"10/29/2019","876","188698.82","1719624","shirt"
"12/10/2019","372","26288.49","719428","shirt"
"12/22/2019","4074","3504105.96","8269026","shirt"
"5/29/2024","341","137881.5","897859","shirt"
"12/11/2022","1202","347354.59","2870498","shirt"
"11/4/2022","582","175020.64","1360318","shirt"
"3/5/2023","1072","459652.74","2678628","shirt"
"1/30/2023","675","225329.96","1670025","shirt"
"12/1/2022","904","227627.75","2157296","shirt"
"1/27/2023","714","235699.73","1741886","shirt"
"4/26/2019","690","270088.57","1332710","shirt"
"5/26/2019","1108","464423.06","2162792","shirt"
"4/18/2019","586","141182.49","1119314","shirt"
"3/16/2020","233","40166.5","437467","shirt"
"6/18/2020","148","39900.64","273252","shirt"
"7/9/2020","153","48048.02","286547","shirt"
"8/3/2020","209","81369.02","396791","shirt"
"8/7/2020","196","84847.28","371704","shirt"
"8/10/2020","189","85847.23","361211","shirt"
"8/15/2020","497","246633.09","940403","shirt"
"9/19/2020","453","293655.58","870747","shirt"
"9/25/2020","345","217554.34","652255","shirt"
"10/4/2020","647","318639.96","1230953","shirt"
"10/7/2020","341","159567","646659","shirt"
"10/11/2020","824","362504.82","1570676","shirt"
"11/3/2020","474","192383.55","918426","shirt"
"11/9/2020","776","319002.44","1494224","shirt"
"11/26/2020","512","191885.08","1000488","shirt"
"12/27/2020","961","552539.05","1889239","shirt"
"1/10/2021","945","445179.03","1848255","shirt"
"2/16/2021","417","200990.56","804583","shirt"
"3/8/2021","333","162814.94","654367","shirt"
"3/30/2021","343","162789.26","685457","shirt"
"4/10/2021","426","175819.14","846074","shirt"
"4/25/2021","77","29744.94","156523","shirt"
"5/18/2021","15","5190.35","28985","shirt"
"6/11/2021","157","61100.78","305343","shirt"
"6/21/2021","286","136869.64","563614","shirt"
"7/1/2021","332","129702.12","647368","shirt"
"1/7/2024","976","353238.09","2583024","shirt"
"1/23/2024","446","193153.84","1167154","shirt"
"2/12/2024","563","118470.17","1490837","shirt"
"2/25/2024","944","225758.74","2511156","shirt"
"2/28/2024","490","107315.19","1307110","shirt"
"8/20/2021","925","578758.71","1798575","shirt"
"8/25/2021","536","346038.92","1051264","shirt"
"8/27/2021","534","320886.11","1017166","shirt"
"9/7/2021","502","279358.69","973398","shirt"
"10/10/2021","1692","1070081.61","3449608","shirt"
"10/16/2021","1135","539117.88","2344365","shirt"
"11/4/2021","907","395767.95","1877793","shirt"
"11/7/2021","1143","511459.57","2357657","shirt"
"11/16/2021","575","200745.62","1185625","shirt"
"11/24/2021","602","228196.52","1238398","shirt"
"12/17/2021","511","260664.76","1049789","shirt"
"1/6/2022","420","219711.47","885080","shirt"
"1/15/2022","551","285976.8","1154849","shirt"
"2/5/2022","995","462754.63","2054505","shirt"
"2/15/2022","695","331770","1451205","shirt"
"3/19/2022","785","304483.91","1649115","shirt"
"3/31/2022","588","213717.61","1251412","shirt"
"5/10/2022","700","258803.62","1503500","shirt"
"6/10/2022","567","230690.85","1229933","shirt"
"7/1/2022","616","380958.43","1334084","shirt"
"7/9/2022","1008","668182.35","2173492","shirt"
"7/12/2022","543","409801.19","1180857","shirt"
"7/31/2022","1074","667247.03","2318426","shirt"
"3/10/2023","523","171133.36","1318777","shirt"
"3/11/2023","688","236405.23","1745312","shirt"
"3/21/2023","597","486526.5","1539803","shirt"
"4/1/2023","973","841939.43","2527227","shirt"
"5/4/2023","493","180015.95","1216907","shirt"
"5/8/2023","558","201804.31","1390142","shirt"
"6/6/2023","499","231230.02","1234701","shirt"
"6/8/2023","423","209592.42","1065477","shirt"
"7/21/2023","407","410254.5","1038693","shirt"
"7/31/2023","373","290795.97","933927","shirt"
"8/20/2023","577","386081.06","1495323","shirt"
"9/29/2023","187","56360.83","476113","shirt"
"10/8/2023","549","132399.7","1401651","shirt"
"10/22/2023","815","391827.53","2129085","shirt"
"10/26/2023","391","317314.77","1012209","shirt"
"10/31/2023","329","111048.59","864571","shirt"
"11/17/2023","588","118731.28","1527312","shirt"
"11/27/2023","664","152494.36","1720836","shirt"
"1/29/2023","1182","369730.04","2916318","shirt"
"8/17/2019","467","84644.66","880033","shirt"
"12/28/2019","1362","1070861.34","2739138","shirt"
"6/15/2019","2630","2087640.34","5179970","shirt"
"11/22/2019","595","76685.63","1139805","shirt"
"11/23/2019","818","80586.19","1586582","shirt"
"10/8/2019","992","251521.46","1953208","shirt"
"9/26/2019","401","92573.22","767899","shirt"
"12/26/2019","939","754709.67","1905261","shirt"
"10/9/2019","509","124884.44","990391","shirt"
"11/19/2019","495","21195.22","959805","shirt"
"1/6/2020","657","451510.57","1306543","shirt"
"8/13/2022","834","437850.09","1825266","shirt"
"10/16/2022","1376","598608.61","3204924","shirt"
"12/24/2022","1389","603705.73","3352211","shirt"
"12/13/2022","682","215980.73","1620318","shirt"
"11/12/2022","923","243956","2147877","shirt"
"2/12/2023","1135","307890","2855765","shirt"
"11/28/2022","874","230363.63","2098226","shirt"
"5/14/2019","561","227008.81","1090739","shirt"
"6/3/2019","666","285375.94","1309534","shirt"
"6/9/2021","93","40142.41","183607","shirt"
"7/17/2019","623","457045.29","1200277","shirt"
"6/17/2020","166","44037.33","309234","shirt"
"6/28/2020","180","47357.98","336020","shirt"
"7/8/2020","172","48753.43","316328","shirt"
"7/17/2020","119","35832.4","227681","shirt"
"9/24/2020","312","180543.99","592388","shirt"
"9/28/2020","350","230100.47","672850","shirt"
"10/3/2020","518","255464.88","996382","shirt"
"10/6/2020","381","193304.77","725919","shirt"
"11/11/2020","1023","404799.91","1974977","shirt"
"1/13/2021","528","250142.54","1022772","shirt"
"2/9/2021","404","181030.69","779596","shirt"
"2/24/2021","364","167858.92","710136","shirt"
"3/16/2021","314","130816.49","615086","shirt"
"4/2/2021","417","174486.08","845383","shirt"
"4/7/2021","262","113239.78","529238","shirt"
"4/11/2021","539","240362.03","1081461","shirt"
"4/18/2021","329","117981.47","652171","shirt"
"4/26/2021","183","86958.43","358817","shirt"
"6/3/2021","50","19308.22","100650","shirt"
"6/4/2021","79","34769.47","155821","shirt"
"6/27/2021","258","123449.23","503942","shirt"
"6/28/2021","346","138711.68","674154","shirt"
"7/9/2021","542","287574.73","1055758","shirt"
"7/23/2021","547","350942.5","1072953","shirt"
"8/5/2021","607","390267.68","1184493","shirt"
"1/17/2024","522","183283.24","1365878","shirt"
"2/9/2024","618","142343.04","1646282","shirt"
"2/16/2024","630","154281.15","1674470","shirt"
"8/19/2021","881","570159.94","1719519","shirt"
"9/6/2021","496","274445.03","959404","shirt"
"9/8/2021","515","296556.39","1002785","shirt"
"9/16/2021","532","429582.82","1039268","shirt"
"9/28/2021","363","182924.8","724337","shirt"
"10/4/2021","501","295191.28","1012699","shirt"
"10/9/2021","1185","571900.09","2472115","shirt"
"10/24/2021","1392","637136.22","2870608","shirt"
"10/31/2021","2147","966750.53","4458453","shirt"
"11/12/2021","681","277981.24","1403619","shirt"
"12/8/2021","565","208092.16","1173335","shirt"
"12/14/2021","664","294385.4","1340736","shirt"
"12/21/2021","568","278208.71","1172332","shirt"
"12/24/2021","808","349192.3","1669792","shirt"
"1/13/2022","635","323282.06","1331165","shirt"
"1/20/2022","430","235169.74","897470","shirt"
"3/4/2022","537","216744.37","1104363","shirt"
"3/23/2022","502","270816.66","1047898","shirt"
"3/27/2022","996","388489.85","2112804","shirt"
"4/29/2022","707","258298.93","1500293","shirt"
"6/4/2022","900","300801.08","1953900","shirt"
"6/18/2022","898","434365.04","1957702","shirt"
"3/8/2023","323","104434.27","806477","shirt"
"3/18/2023","902","674998.29","2340898","shirt"
"4/7/2023","951","774359.52","2468849","shirt"
"4/14/2023","1072","1186664.86","2727028","shirt"
"4/15/2023","958","734647.33","2433042","shirt"
"5/25/2023","429","172604.78","1073671","shirt"
"6/1/2023","491","228560.79","1224109","shirt"
"7/9/2023","1303","1291190.49","3295897","shirt"
"7/16/2023","852","779030.24","2161248","shirt"
"7/18/2023","394","339207.25","978506","shirt"
"7/20/2023","351","298349.67","890449","shirt"
"7/27/2023","349","261651.36","892351","shirt"
"8/16/2023","267","143582.53","667033","shirt"
"8/28/2023","402","245743.12","1039398","shirt"
"8/29/2023","370","238766.61","945130","shirt"
"8/31/2023","366","246350.59","933934","shirt"
"9/28/2023","349","185530.19","903651","shirt"
"10/7/2023","405","96141.52","1044695","shirt"
"10/28/2023","614","189342.75","1604986","shirt"
"11/8/2023","708","229827.86","1851692","shirt"
"11/15/2023","528","120763.64","1371672","shirt"
"12/9/2023","911","203233.39","2372589","shirt"
"7/13/2020","144","56820.81","268556","shirt"
"7/15/2020","142","46815.41","267558","shirt"
"1/3/2022","467","254189.13","961933","shirt"
"6/16/2019","3055","2404667.39","6010845","shirt"
"6/30/2019","1424","844384.89","2788076","shirt"
"7/3/2019","607","355064.17","1188293","shirt"
"2/23/2023","554","168231.75","1380846","shirt"
"10/26/2022","548","168302.78","1279252","shirt"
"6/11/2019","509","198390.89","995791","shirt"
"12/27/2022","622","264608.1","1487378","shirt"
"10/2/2019","1150","285559.91","2244350","shirt"
"11/6/2019","516","39399.19","996284","shirt"
"8/14/2019","407","92153.98","770993","shirt"
"8/16/2019","404","85586.15","773396","shirt"
"10/20/2019","2041","514774.61","4037859","shirt"
"11/1/2019","645","139193.38","1259555","shirt"
"11/12/2019","593","22534.01","1163207","shirt"
"11/14/2019","522","31922.84","1019878","shirt"
"11/16/2019","748","29663.98","1460852","shirt"
"9/23/2019","369","103553.39","704631","shirt"
"10/15/2019","542","130858.81","1069558","shirt"
"12/23/2019","1463","1168611.65","2947537","shirt"
"11/20/2022","1401","353334.72","3339199","shirt"
"11/19/2022","1206","311372.66","2874394","shirt"
"12/17/2022","1092","446958.09","2598308","shirt"
"12/20/2022","634","227367.28","1540566","shirt"
"1/15/2023","1211","482853.54","2983189","shirt"
"11/26/2022","1367","373429.2","3289033","shirt"
"3/1/2023","505","153191.63","1258395","shirt"
"2/27/2023","540","164451.97","1332560","shirt"
"5/11/2019","1020","435636.36","1991780","shirt"
"5/12/2019","1090","468600.74","2143310","shirt"
"5/23/2019","464","173141.3","911336","shirt"
"5/24/2019","582","222726.32","1136218","shirt"
"6/18/2019","1206","905797.55","2354594","shirt"
"5/7/2021","42","19662.27","81058","shirt"
"9/27/2022","468","241282.42","1016432","shirt"
"4/11/2019","478","120364.69","910022","shirt"
"4/16/2019","686","174316.03","1316514","shirt"
"5/28/2020","92","16294.77","169108","shirt"
"8/11/2020","250","112309.92","475550","shirt"
"8/20/2020","315","159171.7","592485","shirt"
"9/29/2020","316","181221.76","598484","shirt"
"10/21/2020","627","263931.45","1205073","shirt"
"10/25/2020","871","361548.17","1667629","shirt"
"11/16/2020","661","241495.3","1276739","shirt"
"11/22/2020","1064","436906.67","2080036","shirt"
"12/22/2020","564","274745.78","1123236","shirt"
"12/28/2020","436","231113.33","865264","shirt"
"1/3/2021","740","375490.73","1453860","shirt"
"1/12/2021","549","265411.27","1088451","shirt"
"1/15/2021","386","170443.5","760414","shirt"
"1/20/2021","453","227572.07","879647","shirt"
"1/29/2021","381","183444.58","735719","shirt"
"2/3/2021","341","155429.17","661459","shirt"
"2/7/2021","791","373550.29","1534909","shirt"
"2/19/2021","362","151037.7","696638","shirt"
"3/5/2021","348","152114.8","685252","shirt"
"3/14/2021","749","328318.74","1491633","shirt"
"3/17/2021","294","131725.57","589406","shirt"
"3/21/2021","661","280194.53","1326039","shirt"
"3/26/2021","358","167738.56","713642","shirt"
"4/5/2021","303","121154.78","603997","shirt"
"7/20/2021","318","106404.94","618982","shirt"
"7/25/2021","694","473799.68","1361206","shirt"
"1/14/2024","1080","368894.84","2863920","shirt"
"2/1/2024","558","163480.48","1470040","shirt"
"2/23/2024","578","147276.99","1536822","shirt"
"2/24/2024","897","208936.31","2386403","shirt"
"9/15/2021","424","235928.59","820776","shirt"
"9/17/2021","500","266254.76","975200","shirt"
"9/19/2021","788","431124.96","1541912","shirt"
"9/21/2021","264","133355.87","511336","shirt"
"9/22/2021","348","173844.22","693652","shirt"
"9/27/2021","301","177920.59","607899","shirt"
"11/28/2021","1041","376333.97","2160199","shirt"
"12/6/2021","567","229441.89","1170633","shirt"
"12/16/2021","483","227670.78","991217","shirt"
"1/10/2022","469","240209.65","985131","shirt"
"1/12/2022","556","281763.58","1168644","shirt"
"1/26/2022","942","500193.07","1977458","shirt"
"2/28/2022","506","251684.68","1047994","shirt"
"3/7/2022","501","192571.67","1038999","shirt"
"4/9/2022","1078","392108.52","2276922","shirt"
"4/23/2022","1130","424098.89","2383870","shirt"
"5/15/2022","1332","523769.62","2891368","shirt"
"5/31/2022","587","184426.85","1273113","shirt"
"7/11/2022","510","375380.55","1097590","shirt"
"7/21/2022","576","389114.84","1236824","shirt"
"7/27/2022","530","320681.31","1129770","shirt"
"3/27/2023","412","358393.52","1057988","shirt"
"4/4/2023","768","646644.4","1987132","shirt"
"4/23/2023","833","300723.13","2077067","shirt"
"5/5/2023","664","264091.81","1646136","shirt"
"5/6/2023","771","241483.75","1942429","shirt"
"5/15/2023","408","157831.93","1040592","shirt"
"5/22/2023","452","169862.49","1140748","shirt"
"6/4/2023","804","376397.04","2034096","shirt"
"6/9/2023","503","235022.52","1258097","shirt"
"6/21/2023","859","838861.71","2160441","shirt"
"7/15/2023","634","577447.68","1579266","shirt"
"8/1/2023","288","233547.64","727112","shirt"
"8/3/2023","302","227852.09","768598","shirt"
"8/11/2023","254","151068.28","638846","shirt"
"10/11/2023","276","66447.51","699224","shirt"
"10/18/2023","403","123421.34","1053297","shirt"
"12/13/2023","466","107651.32","1223334","shirt"
"12/15/2023","441","125042.53","1157159","shirt"
"3/4/2024","495","112012.36","1309705","shirt"
"3/10/2024","825","215799.16","2192275","shirt"
"1/11/2022","438","225646.72","915462","shirt"
"11/7/2019","516","27360.66","999084","shirt"
"6/24/2019","562","320472.13","1095738","shirt"
"6/13/2019","1766","1399829.67","3488434","shirt"
"3/7/2020","435","23625.4","808165","shirt"
"9/6/2019","527","130947.06","1017373","shirt"
"8/10/2019","646","129259.86","1232854","shirt"
"8/12/2019","476","106408.92","901924","shirt"
"11/20/2019","521","16880.78","1012579","shirt"
"11/26/2019","451","19196.49","875149","shirt"
"10/17/2019","589","153425.12","1177211","shirt"
"12/4/2019","475","17936.3","915325","shirt"
"12/29/2019","1957","1558808.43","3935043","shirt"
"12/12/2019","325","20932.1","624175","shirt"
"10/17/2022","508","255510.89","1159792","shirt"
"2/22/2023","667","230207.65","1666233","shirt"
"3/3/2023","547","170828.01","1381353","shirt"
"1/31/2023","691","224166.33","1678309","shirt"
"5/4/2019","917","379907.4","1772183","shirt"
"6/1/2019","909","376857.66","1749691","shirt"
"6/17/2019","1251","961793.99","2446249","shirt"
"3/9/2020","296","23043.86","548404","shirt"
"10/6/2022","386","176872.37","856514","shirt"
"4/23/2019","512","127648.42","983888","shirt"
"5/19/2020","42","2901.19","77258","shirt"
"6/6/2020","151","30110.51","285249","shirt"
"6/19/2020","169","53576.88","322531","shirt"
"7/19/2020","111","35312.1","204289","shirt"
"7/25/2020","297","156650.62","567003","shirt"
"8/23/2020","282","133589.35","529118","shirt"
"8/25/2020","298","144620.73","568402","shirt"
"9/23/2020","306","176854.47","580494","shirt"
"10/2/2020","671","360510.64","1277229","shirt"
"10/5/2020","329","170748.04","631371","shirt"
"11/2/2020","491","191540.11","946909","shirt"
"12/2/2020","491","171941.18","953609","shirt"
"12/16/2020","360","132910.65","706740","shirt"
"12/17/2020","383","143319.12","762917","shirt"
"12/19/2020","585","226574.49","1159015","shirt"
"12/25/2020","717","380719.76","1411283","shirt"
"1/9/2021","703","316872.61","1375897","shirt"
"1/28/2021","321","134933.84","616879","shirt"
"2/12/2021","577","319252.01","1123223","shirt"
"3/4/2021","367","167103.03","713733","shirt"
"5/5/2021","212","63240.85","404488","shirt"
"6/8/2021","85","38034.24","163615","shirt"
"7/2/2021","403","156147.4","782497","shirt"
"7/5/2021","508","253183.58","984792","shirt"
"12/23/2023","887","290149.95","2343113","shirt"
"2/13/2024","551","120497.66","1458649","shirt"
"2/19/2024","472","99458.68","1257928","shirt"
"8/28/2021","887","550041.21","1737013","shirt"
"10/12/2021","801","381073.81","1676199","shirt"
"11/2/2021","1353","593932.12","2777247","shirt"
"12/12/2021","839","297759.86","1717961","shirt"
"1/31/2022","521","263227.09","1096179","shirt"
"2/12/2022","1105","531216.63","2290395","shirt"
"3/1/2022","545","220928.58","1123755","shirt"
"3/3/2022","506","183636.06","1060594","shirt"
"3/21/2022","522","224605.11","1074378","shirt"
"4/2/2022","937","335892.08","1978563","shirt"
"4/25/2022","703","290859.54","1483797","shirt"
"6/9/2022","570","202041.06","1238930","shirt"
"7/7/2022","622","400118.61","1347578","shirt"
"7/23/2022","962","624930.29","2067838","shirt"
"3/16/2023","438","287578.59","1128662","shirt"
"3/28/2023","475","370269.73","1230725","shirt"
"4/13/2023","612","490885.82","1555288","shirt"
"5/14/2023","827","303567.86","2106873","shirt"
"5/27/2023","824","323993.48","2100176","shirt"
"5/30/2023","436","181419.36","1111464","shirt"
"6/16/2023","1016","1049873.81","2526484","shirt"
"6/30/2023","633","603958.07","1615267","shirt"
"7/25/2023","302","232203.13","749798","shirt"
"7/26/2023","336","265200.25","857564","shirt"
"8/8/2023","233","142093.56","589567","shirt"
"8/17/2023","282","167083.37","718018","shirt"
"9/21/2023","210","57508.96","550890","shirt"
"9/22/2023","225","49721.16","577675","shirt"
"9/24/2023","516","163132.57","1346784","shirt"
"10/4/2023","223","64647.49","574877","shirt"
"10/27/2023","326","96781.67","858074","shirt"
"10/29/2023","748","263564.47","1945052","shirt"
"11/7/2023","549","167237.27","1427051","shirt"
"11/28/2023","541","322075.36","1394659","shirt"
"12/11/2023","473","101568.44","1227127","shirt"
"3/13/2024","380","100750.77","1018020","shirt"
"3/14/2024","569","647570.69","1511031","shirt"
"3/18/2024","355","120676.45","948545","shirt"
"3/21/2024","381","109962.07","1020819","shirt"
"4/1/2024","464","119584.33","1234036","shirt"
"7/12/2019","570","385028.87","1113430","shirt"
"10/2/2022","1032","496325.55","2301368","shirt"
"9/21/2019","588","186326.97","1129612","shirt"
"3/29/2023","521","419505.46","1342579","shirt"
"8/12/2023","521","312863.58","1327279","shirt"
"10/7/2019","757","181617.7","1477343","shirt"
"8/6/2019","274","52605.76","517126","shirt"
"9/17/2019","358","108440.7","685342","shirt"
"11/28/2019","532","29324.78","1015368","shirt"
"12/25/2019","1828","1494358.59","3680072","shirt"
"9/22/2019","909","260265.35","1730291","shirt"
"10/25/2019","1643","430275.1","3225657","shirt"
"12/16/2019","246","14603.19","481254","shirt"
"8/16/2022","443","238126.44","952057","shirt"
"12/12/2022","678","229504.61","1587022","shirt"
"12/22/2022","855","346269.88","2070345","shirt"
"1/11/2023","693","323667.06","1697807","shirt"
"4/29/2019","618","267905.37","1199582","shirt"
"5/1/2019","1100","476314.02","2109600","shirt"
"6/5/2019","775","318202.05","1504425","shirt"
"5/31/2021","37","14007.14","71563","shirt"
"6/13/2021","144","62655.49","282756","shirt"
"6/1/2021","38","13927.75","73362","shirt"
"4/6/2019","828","212537.06","1583972","shirt"
"8/27/2022","623","246140.95","1355277","shirt"
"5/20/2024","276","85224.37","734424","shirt"
"10/13/2022","433","199125.21","979767","shirt"
"10/15/2022","842","370238.46","1930858","shirt"
"3/6/2024","486","102481.55","1289214","shirt"
"5/12/2020","33","3895.33","62267","shirt"
"8/19/2022","525","206222.94","1149075","shirt"
"9/10/2022","664","312604.49","1456336","shirt"
"5/1/2024","566","229565.12","1505634","shirt"
"4/25/2024","531","253498.13","1409069","shirt"
"5/7/2024","432","211001.83","1143668","shirt"
"4/10/2024","629","173277.97","1662771","shirt"
"4/9/2019","503","126401.19","958897","shirt"
"4/25/2019","611","158028.03","1169589","shirt"
"2/14/2020","526","206983.03","1001974","shirt"
"7/18/2019","693","538692.36","1365607","shirt"
"8/26/2022","403","173084.68","885997","shirt"
"5/3/2024","446","217692.8","1187754","shirt"
"4/27/2024","776","350472.97","2069524","shirt"
"4/9/2024","717","196986.07","1903983","shirt"
"4/1/2019","412","94830.24","785869","shirt"
"4/24/2019","619","156086.04","1200751","shirt"
"8/9/2022","723","416394.64","1535077","shirt"
"8/25/2022","383","170606.81","837917","shirt"
"9/16/2022","322","143537.01","695978","shirt"
"5/10/2024","483","243083.24","1275717","shirt"
"5/22/2024","312","106143.36","818288","shirt"
"4/8/2019","485","141453.38","930915","shirt"
"4/20/2019","855","213630.75","1650445","shirt"
"9/21/2022","344","131226.56","750856","shirt"
"10/8/2022","678","283116.55","1533722","shirt"
"10/12/2022","447","213686.96","1009053","shirt"
"10/18/2022","534","231836.22","1225866","shirt"
"1/5/2020","1724","1244506.68","3424376","shirt"
"1/22/2020","752","445115.63","1459248","shirt"
"3/13/2020","244","34735.2","448556","shirt"
"2/12/2020","494","155421.57","952006","shirt"
"9/1/2022","358","169090.09","784942","shirt"
"9/12/2022","315","181473.3","681585","shirt"
"5/14/2024","384","202333.6","1029216","shirt"
"4/24/2024","515","229100.52","1358885","shirt"
"4/7/2019","1032","283249.83","1976153","shirt"
"4/17/2019","857","217616.57","1631943","shirt"
"4/22/2019","545","136109.03","1036755","shirt"
"10/19/2022","672","344643.6","1574528","shirt"
"10/23/2022","1743","727787.27","4176957","shirt"
"11/7/2022","385","129936.1","889015","shirt"
"3/23/2024","685","214629.41","1833215","shirt"
"1/3/2020","833","599412.87","1663167","shirt"
"7/12/2020","93","37061.85","178207","shirt"
"2/13/2020","555","181868.98","1057045","shirt"
"3/15/2020","437","70061.3","815163","shirt"
"9/7/2022","476","184785.91","1042224","shirt"
"5/18/2024","492","175451.39","1295608","shirt"
"5/15/2024","335","128357.89","882165","shirt"
"5/26/2024","614","185174.01","1619286","shirt"
"9/18/2022","590","234405.92","1313210","shirt"
"11/2/2022","455","148920.07","1053445","shirt"
"11/6/2022","1026","278261.25","2378674","shirt"
"3/2/2023","477","135972.57","1203523","shirt"
"3/4/2020","283","22195.6","529317","shirt"
"9/4/2022","820","330108.8","1799780","shirt"
"5/19/2024","604","217003.37","1604596","shirt"
"4/22/2024","515","330706.58","1361285","shirt"
"5/27/2024","301","105870.74","792299","shirt"
"5/11/2024","775","557769.04","2029725","shirt"
"5/24/2024","335","111488.09","887265","shirt"
"5/23/2024","302","117694.74","794198","shirt"
"10/14/2022","436","194956.22","992264","shirt"
"3/17/2024","880","244090.03","2349720","shirt"
"8/14/2022","846","429663.57","1840354","shirt"
"8/5/2020","150","55907.6","278650","shirt"
"5/16/2024","325","99485.85","865175","shirt"
"4/16/2024","694","260650.73","1851906","shirt"
"6/1/2024","487","179367.97","1272513","shirt"
"3/14/2020","383","58785.8","716717","shirt"
"3/2/2020","282","22355.37","524918","shirt"
"8/23/2022","299","123694.4","654901","shirt"
"8/30/2022","410","180998.8","903890","shirt"
"9/6/2022","410","184902.54","909290","shirt"
"9/28/2022","466","232937.05","1037834","shirt"
"4/30/2024","570","317320.74","1497330","shirt"
"4/20/2024","980","469674.19","2610620","shirt"
"4/23/2024","554","343960.46","1463446","shirt"
"4/15/2019","561","144925.2","1077539","shirt"
"1/2/2020","859","618045.57","1720241","shirt"
"3/24/2021","329","140897.72","657071","shirt"
"5/2/2024","381","159203.54","1009719","shirt"
"8/15/2022","748","401928.73","1639152","shirt"
"11/11/2022","615","195862.05","1444685","shirt"
"3/19/2024","365","109565.92","976835","shirt"
"10/28/2022","412","144549.38","966588","shirt"
"11/9/2022","540","177928.84","1240860","shirt"
"8/31/2022","509","231225.73","1109191","shirt"
"9/8/2022","356","140566.79","780744","shirt"
"9/13/2022","280","120864.31","604720","shirt"
"9/23/2022","445","214024.53","976255","shirt"
"4/26/2024","493","229079.9","1304307","shirt"
"4/21/2024","1043","514194.54","2780057","shirt"
"5/6/2024","364","149993.88","952436","shirt"
"10/1/2022","721","354579.23","1616179","shirt"
"10/22/2022","1375","575054.89","3258825","shirt"
"11/17/2022","704","197748.27","1611196","shirt"
"8/12/2022","502","265765.35","1098798","shirt"
"9/2/2022","394","169994.28","868406","shirt"
"5/12/2024","701","372297.12","1855399","shirt"
"5/17/2024","367","130167.32","968833","shirt"
"4/3/2019","454","112244.77","868346","shirt"
"10/4/2022","596","258186.61","1325904","shirt"
"11/1/2022","457","125673.5","1064943","shirt"
"3/28/2024","449","138532.53","1192451","shirt"
"8/29/2022","426","265622.09","915974","shirt"
"9/29/2022","557","305257.13","1231443","shirt"
"9/19/2022","282","131825.13","620018","shirt"
"9/9/2022","387","156820.25","865413","shirt"
"5/4/2024","643","294021.08","1713657","shirt"
"5/21/2024","318","114362.15","841182","shirt"
"5/9/2024","454","213542.07","1190546","shirt"
"5/25/2024","532","178576.11","1397968","shirt"
"4/2/2019","402","100910.47","755498","shirt"
"10/3/2022","515","248733.28","1141985","shirt"
"3/7/2024","440","108898.98","1169060","shirt"
"2/6/2020","678","314571.77","1304722","shirt"
"3/18/2020","211","45150.82","389389","shirt"
"9/22/2022","314","140698.66","697286","shirt"
"4/28/2024","744","381507.19","1981556","shirt"
"4/29/2024","411","215564.1","1087789","shirt"
"10/30/2022","698","335384.87","1658102","shirt"
"10/31/2022","385","129252.68","902615","shirt"
"8/18/2022","416","213364.29","914984","shirt"
"2/27/2020","444","154725.39","855956","shirt"
"9/3/2022","641","265875.37","1411759","shirt"
"9/26/2022","509","291627.62","1107191","shirt"
"9/14/2022","297","131432.13","656103","shirt"
"5/5/2024","782","326782.91","2071518","shirt"
"5/13/2024","326","150821.27","866174","shirt"
"5/8/2024","403","181937.87","1052697","shirt"
"4/4/2019","497","126591.1","954103","shirt"
"10/10/2022","378","170044.64","857722","shirt"
"10/20/2022","741","318429.8","1723459","shirt"
"9/8/2023","402","263993.31","1046898","shirt"
"1/4/2023","570","255880.43","1370430","shirt"
"8/17/2022","429","230795.07","939471","shirt"
"1/30/2020","767","370690.69","1476333","shirt"
"6/22/2019","945","523552.79","1846855","shirt"
